Id,Url,ImageUrl,Name,Symbol,CoinName,FullName,Algorithm,ProofType,FullyPremined,TotalCoinSupply,BuiltOn,SmartContractAddress,PreMinedValue,TotalCoinsFreeFloat,SortOrder,Sponsored,IsTrading,TotalCoinsMined,BlockNumber,NetHashesPerSecond,BlockReward,BlockTime
928566,/coins/hart/overview,/media/35309466/hart.jpg,HART,HART,HARA,HARA (HART),N/A,N/A,0,1200000000,7605,N/A,N/A,N/A,3897,False,False,,,,,
928164,/coins/hash/overview,/media/35309209/hash.png,HASH,HASH,Hashbon,Hashbon (HASH),N/A,N/A,0,2000000000,7605,N/A,N/A,N/A,3809,False,False,,,,,
563196,/coins/hat/overview,/media/34478229/hat.png,HAT,HAT,Hawala.Exchange,Hawala.Exchange (HAT),N/A,N/A,0,7000000,7605,0x9002d4485b7594e3e850f0a206713b305113f69e,N/A,N/A,1999,False,True,7.0,0.0,0,0.0,0.0
43937,/coins/haze/overview,/media/1382595/haze.png,HAZE,HAZE,HazeCoin,HazeCoin (HAZE),Scrypt,PoW,0,25000000,N/A,N/A,N/A,N/A,1080,False,True,,,,,
911095,/coins/hb/overview,/media/34155514/hb.jpg,HB,HB,HeartBout,HeartBout (HB),N/A,N/A,0,63695267,7605,0xe2492f8d2a2618d8709ca99b1d8d75713bd84089,N/A,N/A,2935,False,True,63695267.0,0.0,0,0.0,0.0
589829,/coins/hbc/overview,/media/20780615/hbc.png,HBC,HBC,HomeBlockCoin,HomeBlockCoin (HBC),X11,PoW/PoS,0,28000000,N/A,N/A,N/A,N/A,2010,False,False,0.0,19.0,0,0.0,300.0
927553,/coins/hbe/overview,/media/35307369/hbe.png,HBE,HBE,healthbank ,healthbank  (HBE),N/A,N/A,0,4000000000,7605,N/A,N/A,N/A,3737,False,False,,,,,
4534,/coins/hbn/overview,/media/19735/hbn.png,HBN,HBN,HoboNickels,HoboNickels (HBN),Scrypt,PoW/PoS,0,120000000,N/A,N/A,N/A,N/A,130,False,True,81262933.4154267,6085075.0,0,0.012092808830582,0.0
247391,/coins/hbt/overview,/media/9350768/hbt.png,HBT,HBT,Hubii Network,Hubii Network (HBT),N/A,N/A,0,31801783.6598,7605,0xdd6c68bb32462e01705011a4e2ad1a60740f217f,N/A,N/A,1537,False,True,31801783.659821,0.0,0,0.0,0.0
927340,/coins/hbx/overview,/media/35284390/hyperbridge.png,HBX,HBX,Hyperbridge,Hyperbridge (HBX),N/A,N/A,0,1000000000,7605,N/A,N/A,N/A,3660,False,True,,,,,
758066,/coins/hbz/overview,/media/27010671/hbz.png,HBZ,HBZ,HBZ Coin,HBZ Coin (HBZ),N/A,N/A,0,1005250000,7605,0xe34e1944e776f39b9252790a0527ebda647ae668,N/A,N/A,2242,False,True,1005250000.0,0.0,0,0.0,0.0
926044,/coins/hc/overview,/media/34835738/hcash.png,HC,HC,HyperCash,HyperCash (HC),N/A,PoW/PoS,0,84000000,N/A,N/A,N/A,N/A,3418,False,True,43885411.105052,1294503.0,0,1.5679999999702,0.0
30371,/coins/hcc/overview,/media/351752/hcc.png,HCC,HCC,HappyCreatorCoin ,HappyCreatorCoin  (HCC),Scrypt,PoW,0,100100400000,N/A,N/A,N/A,N/A,852,False,True,,,,,
924979,/coins/hdac/overview,/media/34478062/hdac.png,HDAC,HDAC,Hdac,Hdac (HDAC),N/A,ePoW,0,11491947232.855,N/A,N/A,N/A,N/A,3190,False,True,1926618497.0,213224.0,1620000000000,0.0,180.0
237407,/coins/hdg/overview,/media/9350726/hdg.png,HDG,HDG,Hedge Token,Hedge Token (HDG),N/A,N/A,0,5774676.11,7605,0xffe8196bc259e8dedc544d935786aa4709ec3e64,N/A,N/A,1513,False,True,5774651.10988478,0.0,0,0.0,0.0
924722,/coins/heal/overview,/media/34477921/heal.jpg,HEAL,HEAL,Etheal,Etheal (HEAL),N/A,N/A,0,92000000,7605,0xf6fd82dedbbe0ffadb5e1ecc2a283ab52b9ed2b0,N/A,N/A,3132,False,True,92000000.0,0.0,0,0.0,0.0
25917,/coins/heat/overview,/media/351399/heat.png,HEAT,HEAT,Heat Ledger,Heat Ledger (HEAT),N/A,PoS/PoP,0,26000000,N/A,N/A,N/A,N/A,709,False,True,38127069.0,0.0,0,0.0,0.0
928755,/coins/hedg/overview,/media/35309585/hedg.png,HEDG,HEDG,HedgeTrade,HedgeTrade (HEDG),N/A,N/A,0,1000000000,7605,0x3363d570f6df3c74d486bb8785d3ebfb9e2347d3,N/A,N/A,3943,False,True,1000000000.0,0.0,0,0.0,0.0
7653,/coins/hedge/overview,/media/20663/hedg.png,HEDGE,HEDGE,Hedgecoin,Hedgecoin (HEDGE),X13,PoW,0,33000000,N/A,N/A,N/A,N/A,445,False,True,,,,,
38035,/coins/heel/overview,/media/1382051/heel.png,HEEL,HEEL,HeelCoin,HeelCoin (HEEL),PoS,PoS,0,N/A,N/A,N/A,N/A,N/A,1000,False,True,,,,,
801234,/coins/hell/overview,/media/30001610/hell.jpg,HELL,HELL,HELL COIN,HELL COIN (HELL),N/A,N/A,0,10000000000,7605,0x8e4bf12e472739ab62eb404c758423ca499cf94d,N/A,N/A,2433,False,False,10000000000.0,0.0,0,0.0,0.0
897513,/coins/her/overview,/media/33434231/her.jpg,HER,HER,Hero Node,Hero Node (HER),N/A,N/A,0,2000000000 ,7605,0x491c9a23db85623eed455a8efdd6aba9b911c5df,N/A,N/A,2785,False,True,2000000000.0,0.0,0,0.0,0.0
928134,/coins/herb/overview,/media/35309192/herb.png,HERB,HERB,HerbCoin,HerbCoin (HERB),Quark,PoW/PoS,0,54000000,N/A,N/A,N/A,N/A,3804,False,True,34726650.2026466,369662.0,12134518302962,30.7096613289848,0.0
905744,/coins/hero/overview,/media/33957376/hero.jpg,HERO,HERO,Hero,Hero (HERO),N/A,N/A,0,14765425,7605,0x02585e4a14da274d02df09b222d4606b10a4e940,N/A,N/A,2859,False,True,14765425.2487157,0.0,0,0.0,0.0
926419,/coins/heta/overview,/media/34836029/heta.png,HETA,HETA,HetaChain,HetaChain (HETA),N/A,N/A,0,60000000000,7605,N/A,N/A,N/A,3482,False,False,,,,,
913735,/coins/hex/overview,/media/34155565/hex.png,HEX,HEX,HexCoin,HexCoin (HEX),Scrypt,PoW,0,22105263,N/A,N/A,N/A,N/A,2970,False,True,1416663.06600024,14700.0,199,0.0,600.0
910498,/coins/hft/overview,/media/34155494/hft.png,HFT,HFT,Hirefreehands,Hirefreehands (HFT),N/A,N/A,0,499000000,7605,N/A,N/A,N/A,2920,False,False,,,,,
925148,/coins/hgo/overview,/media/34478142/hgo.png,HGO,HGO,HireGo,HireGo (HGO),N/A,N/A,0,100000000,7605,N/A,N/A,N/A,3236,False,True,,,,,
746316,/coins/hgs/overview,/media/27010583/hgs.png,HGS,HGS,HashGains,HashGains (HGS),N/A,N/A,0,50000000,7605,0x23b8cc7cb0b1fff0130197dc5aac7e1b305a5813,N/A,N/A,2202,False,True,,,,,
234508,/coins/hgt/overview,/media/9350692/hgt.jpg,HGT,HGT,Hello Gold,Hello Gold (HGT),N/A,N/A,0,1000000000,7605,0xba2184520a1cc49a6159c57e61e1844e085615b6,N/A,N/A,1496,False,True,1000000000.0,0.0,0,0.0,0.0
753658,/coins/hhem/overview,/media/27010617/hhem.png,HHEM,HHEM,Healthureum,Healthureum (HHEM),N/A,N/A,0,150000000,7605,0x5a8b0fa9f5ca7a79fc13ed248150e051537a2ba5,N/A,N/A,2222,False,False,150000000.0,0.0,0,0.0,0.0
928003,/coins/hidu/overview,/media/35309123/hidu.png,HIDU,HIDU,H-Education World,H-Education World (HIDU),N/A,N/A,0,1000000000,20131,N/A,N/A,N/A,3790,False,False,,,,,
926320,/coins/hih/overview,/media/34835971/hih.png,HIH,HIH,HiHealth,HiHealth (HIH),N/A,N/A,0,1000000000 ,7605,N/A,N/A,N/A,3456,False,False,,,,,
30359,/coins/hill/overview,/media/351747/hill.png,HILL,HILL,President Clinton,President Clinton (HILL),N/A,N/A,0,57968072167,22441,N/A,N/A,N/A,847,False,True,,,,,
198458,/coins/hire/overview,/media/1383882/hite.png,HIRE,HIRE,HireMatch,HireMatch (HIRE),N/A,N/A,0,"100,000,000",7605,0x865e3707a580F9db89304005CddD050Ade8873eB,N/A,N/A,1402,False,True,100000000.0,0.0,0,0.0,0.0
15882,/coins/hirestar/overview,/media/350613/hire.png,HIRE*,HIRE*,BitHIRE,BitHIRE (HIRE*),Scrypt,PoS,0,42000000,N/A,N/A,N/A,N/A,486,False,True,0.0,-1.0,0,0.0,0.0
925358,/coins/hit/overview,/media/34478267/hitchain.png,HIT,HIT,HitChain,HitChain (HIT),N/A,PoW,0,102400000000,7605,0x7995ab36bb307afa6a683c24a25d90dc1ea83566,N/A,N/A,3289,False,True,102400000000.0,0.0,0,0.0,0.0
679566,/coins/hive/overview,/media/20780800/flat.png,HIVE,HIVE,Hive,Hive (HIVE),N/A,N/A,0,N/A,7605,0x895f5d0b8456b980786656a33f21642807d1471c,N/A,N/A,2089,False,True,1e+17,0.0,0,0.0,0.0
928874,/coins/hix/overview,/media/35309641/hix.jpg,HIX,HIX,HELIX Orange,HELIX Orange (HIX),N/A,N/A,0,5000000000,7605,N/A,N/A,N/A,3966,False,False,,,,,
29733,/coins/hkg/overview,/media/351689/hkg.jpg,HKG,HKG,Hacker Gold,Hacker Gold (HKG),N/A,N/A,0,N/A,7605,N/A,N/A,N/A,821,False,True,,,,,
517775,/coins/hkn/overview,/media/16746674/hkn.png,HKN,HKN,Hacken,Hacken (HKN),N/A,N/A,0,5600000,7605,0x9e6b2b11542f2bc52f3029077ace37e8fd838d7f,N/A,N/A,1978,False,True,5544000.0,0.0,0,0.0,0.0
749620,/coins/hlc/overview,/media/27010592/hlc_logo.png,HLC,HLC,Halal-Chain,Halal-Chain (HLC),N/A,N/A,0, 1000000000000000000,112392,N/A,N/A,N/A,2210,False,True,1000000000.0,0.0,0,0.0,0.0
925576,/coins/hld/overview,/media/34478398/hyperlending.png,HLD,HLD,HyperLending,HyperLending (HLD),N/A,N/A,0,200000000,7605,0xf3db9a281ef5273741388cf0ca164d39e18433dd,N/A,N/A,3339,False,True,200000000.0,0.0,0,0.0,0.0
927160,/coins/hldy/overview,/media/35280509/hldy.png,HLDY,HLDY,HOLIDAY,HOLIDAY (HLDY),N/A,N/A,0,240000000,27368,N/A,N/A,N/A,3600,False,False,,,,,
925805,/coins/hlm/overview,/media/34478534/hlm.png,HLM,HLM,Helium,Helium (HLM),N/A,PoS,0,20000000,N/A,N/A,N/A,N/A,3380,False,True,0.0,0.0,0,0.0,60.0
781729,/coins/hlp/overview,/media/27010877/hlp.png,HLP,HLP,Purpose Coin,Purpose Coin (HLP),N/A,N/A,1,10000000,20131,N/A,N/A,N/A,2357,False,True,10000000.0,0.0,0,0.0,0.0
928671,/coins/hlx/overview,/media/35309521/hlx.png,HLX,HLX,Helix3,Helix3 (HLX),N/A,N/A,0,888000000,7605,N/A,N/A,N/A,3922,False,False,,,,,
836331,/coins/hmc/overview,/media/30001881/hmc.jpg,HMC,HMC,Hi Mutual Society,Hi Mutual Society (HMC),N/A,N/A,0,1000000000,7605,0xAa0bb10CEc1fa372eb3Abc17C933FC6ba863DD9E,N/A,N/A,2508,False,True,1000000000.0,0.0,0,0.0,0.0
924215,/coins/hmd/overview,/media/34477886/hmd.jpg,HMD,HMD,Homelend,Homelend (HMD),N/A,N/A,0,250000000,7605,N/A,N/A,N/A,3107,False,False,,,,,
924168,/coins/hmn/overview,/media/34477880/hc.png,HMN,HMN,Harvest Masternode Coin,Harvest Masternode Coin (HMN),Scrypt,PoW/PoS,0,10000000,N/A,N/A,N/A,N/A,3105,False,True,,,,,
20655,/coins/hmp/overview,/media/350941/hmp.png,HMP,HMP,HempCoin,HempCoin (HMP),Scrypt-n,PoW,0,5000000000,N/A,N/A,N/A,N/A,551,False,True,0.0,0.0,0,0.0,150.0
72438,/coins/hmq/overview,/media/1383174/hmq.png,HMQ,HMQ,Humaniq,Humaniq (HMQ),N/A,N/A,0,N/A,7605,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,N/A,N/A,1203,False,True,206618753.035598,0.0,0,0.0,0.0
808292,/coins/hmt/overview,/media/30001660/hmt.jpg,HMT,HMT,Hamster Marketplace Token,Hamster Marketplace Token (HMT),N/A,N/A,0,20000000,7605,0x82d40ffb6352a3c6a13514df5ab26b0b86056a46,N/A,N/A,2444,False,False,20000000.0,0.0,0,0.0,0.0
8846,/coins/hnc/overview,/media/20702/hnc.png,HNC,HNC,Hellenic Coin,Hellenic Coin (HNC),Scrypt,PoW,0,100000000,N/A,N/A,N/A,N/A,463,False,True,,,,,
373880,/coins/hncstar/overview,/media/14913529/hnc.png,HNC*,HNC*,Huncoin,Huncoin (HNC*),X13,PoW,0,86400000,N/A,N/A,N/A,N/A,1809,False,False,,,,,
926348,/coins/hny/overview,/media/34835986/hny.png,HNY,HNY,BitFence,BitFence (HNY),N/A,N/A,0,1000000000,7605,0x8c1f5174ac847520a9859f6dccd59a1c28b75021,N/A,N/A,3464,False,False,118769738.707628,0.0,0,0.0,0.0
18670,/coins/hodl/overview,/media/350840/hodl.png,HODL,HODL,HOdlcoin,HOdlcoin (HODL),1GB AES Pattern Search,PoW,0,81962100,N/A,N/A,N/A,N/A,502,False,True,11448949.0,229076.0,0,50.0,154.0
850875,/coins/hold/overview,/media/30002104/hold.png,HOLD,HOLD,HOLD,HOLD (HOLD),N/A,N/A,0,1300000000,N/A,N/A,N/A,N/A,2584,False,True,320293145.404652,86383.0,0,0.0,0.0
53915,/coins/honey/overview,/media/1382937/honey1.png,HONEY,HONEY,Honey,Honey (HONEY),Blake2S,PoW/PoS,0,7000000,N/A,N/A,N/A,N/A,1128,False,True,,,,,
716736,/coins/horse/overview,/media/27010465/horse.png,HORSE,HORSE,Ethorse ,Ethorse  (HORSE),N/A,N/A,0,125000000,7605,0x5b0751713b2527d7f002c0c4e2a37e1219610a6b,N/A,N/A,2153,False,True,125000000.0,0.0,0,0.0,0.0
927176,/coins/horus/overview,/media/35280529/horus.png,HORUS,HORUS,HorusPay,HorusPay (HORUS),N/A,N/A,0,1200000000,166503,N/A,N/A,N/A,3604,False,True,,,,,
890645,/coins/hot/overview,/media/33187896/hot.png,HOT,HOT,Hydro Protocol,Hydro Protocol (HOT),N/A,N/A,0,1560000000,7605,0x9af839687f6c94542ac5ece2e317daae355493a1,N/A,N/A,2753,False,True,1560000000.0,0.0,0,0.0,0.0
868276,/coins/hotstar/overview,/media/30002313/hot.jpg,HOT*,HOT*,Holo,Holo (HOT*),N/A,N/A,0,177619433541.141312344380335741,7605,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,N/A,N/A,2668,False,True,177619433541.141,0.0,0,0.0,0.0
866749,/coins/hpay/overview,/media/34478006/hpay.png,HPAY,HPAY,HadePay,HadePay (HPAY),N/A,N/A,0,75000000,7605,0x0854dcbdcd026c0b534b09608adb3f2bf6baacd0,N/A,N/A,2662,False,False,75000000.0,0.0,0,0.0,0.0
675053,/coins/hpb/overview,/media/20780783/hpb.png,HPB,HPB,High Performance Blockchain,High Performance Blockchain (HPB),DPoS,N/A,0,N/A,7605,0x38c6a68304cdefb9bec48bbfaaba5c5b47818bb2,N/A,N/A,2076,False,True,100000000.0,0.0,0,0.0,0.0
62659,/coins/hpc/overview,/media/1383046/hpc.png,HPC,HPC,HappyCoin,HappyCoin (HPC),X11,PoW/PoS,0,100000000,N/A,N/A,N/A,N/A,1177,False,True,18717067.5599835,288480.0,0,0.0,180.0
928091,/coins/hpsp/overview,/media/35309164/hpsp.png,HPSP,HPSP,Hyperspace,Hyperspace (HPSP),N/A,N/A,0,3000000000,N/A,N/A,N/A,N/A,3796,False,False,,,,,
926034,/coins/hqt/overview,/media/34835733/hq.png,HQT,HQT,HyperQuant,HyperQuant (HQT),N/A,N/A,0,200000000,7605,0x3e1d5a855ad9d948373ae68e4fe1f094612b1322,N/A,N/A,3415,False,True,200000000.0,0.0,0,0.0,0.0
535054,/coins/hqx/overview,/media/16746735/hqx.png,HQX,HQX,HOQU,HOQU (HQX),N/A,N/A,0,300854400,7605,N/A,N/A,N/A,1989,False,True,,,,,
176336,/coins/hrb/overview,/media/1383695/hrb.png,HRB,HRB,Harbour DAO,Harbour DAO (HRB),N/A,N/A,0,19.125,N/A,0x2Bbd2e4dBb0EA3832EfaA9877e061D3eD1F87543,N/A,N/A,1289,False,True,19.125,0.0,0,0.0,0.0
928491,/coins/hrbe/overview,/media/35309425/hrbe.png,HRBE,HRBE,Harambee Token,Harambee Token (HRBE),N/A,N/A,0,1000000000,7605,0x189cfd37e7372b16616ee673679c97ca9ba03571,N/A,N/A,3868,False,False,,,,,
925435,/coins/hro/overview,/media/34478308/hro.png,HRO,HRO,HEROIC.com,HEROIC.com (HRO),N/A,N/A,0,1000000000,7605,N/A,N/A,N/A,3311,False,False,,,,,
919094,/coins/hsc/overview,/media/34477757/hashfuture.png,HSC,HSC,HashCoin ,HashCoin  (HSC),N/A,N/A,0,N/A,7605,0x2bba3cf6de6058cc1b4457ce00deb359e2703d7f,N/A,N/A,3035,False,True,50000000000.0,0.0,0,0.0,0.0
35687,/coins/hsp/overview,/media/352251/hsp.png,HSP,HSP,Horse Power,Horse Power (HSP),Scrypt,PoW,0,2900000,N/A,N/A,N/A,N/A,967,False,True,,,,,
318199,/coins/hsr/overview,/media/12318137/hsr.png,HSR,HSR,Hshare,Hshare (HSR),N/A,PoW/PoS,0,84000000,N/A,N/A,N/A,N/A,1618,False,True,43885453.441052,1294530.0,0,0.0,0.0
374246,/coins/hst/overview,/media/34155557/horizonstate-logo_preview.png,HST,HST,Decision Token,Decision Token (HST),N/A,N/A,0,48240069.5496,7605,0x554c20b7c486beee439277b4540a434566dc4c02,N/A,N/A,1814,False,True,30862962.0596,0.0,0,0.0,0.0
771595,/coins/ht/overview,/media/27010813/ht.png,HT,HT,Huobi Token,Huobi Token (HT),N/A,N/A,0,500000000,7605,0x6f259637dcd74c767781e37bc6133cd6a68aa161,N/A,N/A,2308,False,True,500000000.0,0.0,0,0.0,0.0
20153,/coins/htc/overview,/media/350888/htc.png,HTC,HTC,Hitcoin,Hitcoin (HTC),X11,PoW/PoS,0,26550000000,N/A,N/A,N/A,N/A,508,False,True,10996318099.0,0.0,0,0.0,60.0
598428,/coins/html/overview,/media/34477916/html_newer.png,HTML,HTML,HTML Coin,HTML Coin (HTML),SHA256,PoW/PoS,0,90000000000,N/A,N/A,N/A,N/A,2017,False,True,0.0,652122.0,0,0.0,60.0
84752,/coins/html5/overview,/media/1383327/html5.png,HTML5,HTML5,HTML5 Coin,HTML5 Coin (HTML5),X15,PoW/PoS,0,90000000000,N/A,N/A,N/A,N/A,1229,False,True,40659020000.0,0.0,0,0.0,60.0
4535,/coins/huc/overview,/media/20037/hun.png,HUC,HUC,HunterCoin,HunterCoin (HUC),Multiple,PoW,0,42000000,N/A,N/A,N/A,N/A,131,False,True,0.0,0.0,0,0.0,0.0
5290,/coins/huge/overview,/media/20318/huge.png,HUGE,HUGE,BigCoin,BigCoin (HUGE),Blake,PoW,0,164429865,N/A,N/A,N/A,N/A,259,False,True,,,,,
849743,/coins/hur/overview,/media/30002083/hur.png,HUR,HUR,Hurify,Hurify (HUR),N/A,N/A,0,273125000,7605,0xcdb7ecfd3403eef3882c65b761ef9b5054890a47,N/A,N/A,2572,False,True,273225000.0,0.0,0,0.0,0.0
927127,/coins/hus/overview,/media/35280492/hus.png,HUS,HUS,HUSSY,HUSSY (HUS),N/A,N/A,0,100000000,7605,0x974872edc6e82f6a5744deebd1519c7ac209b91c,N/A,N/A,3594,False,False,100000000.0,0.0,0,0.0,0.0
33460,/coins/hush/overview,/media/1383138/thehush_300x300.png,HUSH,HUSH,Hush,Hush (HUSH),Equihash,PoW,0,21000000,N/A,N/A,N/A,N/A,911,False,True,0.0,451355.0,0,0.0,150.0
927555,/coins/hv/overview,/media/35307370/hv.png,HV,HV,HighVibe.Network,HighVibe.Network (HV),N/A,N/A,0,4000000000,7605,N/A,N/A,N/A,3738,False,False,,,,,
4536,/coins/hvc/overview,/media/19745/hvc.png,HVC,HVC,HeavyCoin,HeavyCoin (HVC),Multiple,PoW,0,128000000,N/A,N/A,N/A,N/A,132,False,True,,,,,
21374,/coins/hvco/overview,/media/351014/hvco.png,HVCO,HVCO,High Voltage Coin,High Voltage Coin (HVCO),SHA256,PoW/PoS,0,1700000,N/A,N/A,N/A,N/A,611,False,True,,,,,
179329,/coins/hvn/overview,/media/1383745/hvt.png,HVN,HVN,Hiveterminal Token,Hiveterminal Token (HVN),N/A,N/A,0,500000000,7605,0xC0Eb85285d83217CD7c891702bcbC0FC401E2D9D,N/A,N/A,1309,False,True,500000000.0,0.0,0,0.0,0.0
890817,/coins/hwc/overview,/media/33187903/rsz_ti9rvys2_400x400.jpg,HWC,HWC,HollyWoodCoin,HollyWoodCoin (HWC),Scrypt,PoS,0,26000000,N/A,N/A,N/A,N/A,2756,False,True,34707616.1711004,497160.0,0,0.0,60.0
926696,/coins/hxc/overview,/media/35264192/hxc.png,HXC,HXC,HexanCoin,HexanCoin (HXC),N/A,N/A,0,220000000,7605,N/A,N/A,N/A,3555,False,False,,,,,
338018,/coins/hxt/overview,/media/12318282/hxt.png,HXT,HXT,HextraCoin,HextraCoin (HXT),Scrypt,N/A,0,29000000,N/A,N/A,N/A,N/A,1675,False,False,,,,,
41868,/coins/hxx/overview,/media/1382348/hexx.jpg,HXX,HXX,HexxCoin,HexxCoin (HXX),Lyra2RE,PoW,0,9999999,N/A,N/A,N/A,N/A,1038,False,True,1876146.443596,394388.0,1089514.89875531,360.866405769571,150.0
925568,/coins/hyc/overview,/media/34478394/hyc.png,HYC,HYC,HYCON,HYCON (HYC),N/A,N/A,0,10000000000,N/A,N/A,N/A,N/A,3337,False,True,,,,,
888283,/coins/hydro/overview,/media/33187856/rsz_prd5wxkj_400x400-1.jpg,HYDRO,HYDRO,Hydrogen,Hydrogen (HYDRO),N/A,N/A,0,11111111111,7605,0xebbdf302c940c6bfd49c6b165f457fdb324649bc,N/A,N/A,2729,False,True,11111111111.0,0.0,0,0.0,0.0
4537,/coins/hyp/overview,/media/20624/hyp.png,HYP,HYP,Hyperstake,Hyperstake (HYP),X11,PoW/PoS,0,0,N/A,N/A,N/A,N/A,133,False,True,1487436781.428,1627198.0,0,0.0,0.0
5371,/coins/hyper/overview,/media/19744/hyper.png,HYPER,HYPER,HyperCoin,HyperCoin (HYPER),Scrypt,PoW/PoS,0,0,N/A,N/A,N/A,N/A,339,False,True,9631199.99309942,195931.0,0,7.87545418925583,0.0
779488,/coins/hys/overview,/media/27010859/hys.jpg,HYS,HYS,Heiss Shares,Heiss Shares (HYS),N/A,N/A,0,7741327192,7605,0x3f5bc4fc79b5f8b93ff4814cd9f9a281893d50c9,N/A,N/A,2344,False,False,7741327192.2,0.0,0,0.0,0.0
901980,/coins/hyt/overview,/media/33842924/hyt.jpg,HYT,HYT,HoryouToken,HoryouToken (HYT),N/A,PoW,0,18000000000,7605,N/A,N/A,N/A,2834,False,False,,,,,
5312,/coins/hz/overview,/media/20320/hz.png,HZ,HZ,Horizon,Horizon (HZ),N/A,PoS,1,1000000000,1183,N/A,N/A,N/A,281,False,True,1000000000.0,0.0,0,0.0,0.0
35811,/coins/hzt/overview,/media/352291/hzt.png,HZT,HZT,HazMatCoin,HazMatCoin (HZT),Scrypt,PoW/PoS,0,100000000,N/A,N/A,N/A,N/A,968,False,True,,,,,
16123,/coins/i0c/overview,/media/350691/i0c.png,I0C,I0C,I0coin,I0coin (I0C),SHA256,PoW,0,21000000,N/A,N/A,N/A,N/A,489,False,True,20996011.40625,0.0,0,0.0,90.0
925732,/coins/iag/overview,/media/34478492/iagon.png,IAG,IAG,IAGON,IAGON (IAG),N/A,N/A,0,1000000000,7605,0x96e322f2a4f151cd898f86ea5626cc6e10090c76,N/A,N/A,3373,False,False,1000000000.0,0.0,0,0.0,0.0
924328,/coins/iam/overview,/media/34477894/iam.jpg,IAM,IAM,IAME Identity,IAME Identity (IAM),N/A,N/A,0,100000000,N/A,N/A,N/A,N/A,3111,False,False,,,,,
23745,/coins/ibank/overview,/media/351238/ibank.png,IBANK,IBANK,iBankCoin,iBankCoin (IBANK),Scrypt,PoW/PoS,0,44333333,N/A,N/A,N/A,N/A,685,False,True,4526324.0,0.0,0,0.0,64.0
849815,/coins/ic/overview,/media/30002085/ic.png,IC,IC,Ignition,Ignition (IC),Scrypt,PoW/PoS,0,5000000,N/A,N/A,N/A,N/A,2574,False,True,0.0,0.0,0,0.0,120.0
5401,/coins/icash/overview,/media/20319/icash.png,ICASH,ICASH,ICASH,ICASH (ICASH),X11,PoW,0,1000000,N/A,N/A,N/A,N/A,369,False,True,,,,,
4538,/coins/icb/overview,/media/19747/icb.png,ICB,ICB,IceBergCoin,IceBergCoin (ICB),NIST5,PoW/PoS,0,8750000,N/A,N/A,N/A,N/A,134,False,True,,,,,
400693,/coins/icc/overview,/media/15887424/icc.png,ICC,ICC,Insta Cash Coin,Insta Cash Coin (ICC),SHA256,PoW,0,300000000,N/A,N/A,N/A,N/A,1875,False,False,0.0,1922.0,0,0.0,60.0
199004,/coins/ice/overview,/media/1383896/46b-uaba_400x400.jpg,ICE,ICE,iDice,iDice (ICE),N/A,N/A,0,2071013,7605,0x5a84969bb663fb64f6d015dcf9f622aedc796750,N/A,N/A,1411,False,True,2071012.812959,0.0,0,0.0,0.0
927460,/coins/ichn/overview,/media/35284456/ichn.png,ICHN,ICHN,i-chain,i-chain (ICHN),N/A,N/A,0,112.70253368,7605,0x3ab7b695573017eebd6377c433f9cf3ef5b4cd48,N/A,N/A,3704,False,False,0.0,0.0,0,0.0,0.0
928902,/coins/ichx/overview,/media/35309656/ichx.jpg,ICHX,ICHX,IceChain,IceChain (ICHX),N/A,N/A,0,1000000000,7605,0xa573661b5fb2063d7ab12336ee24589f7a79fdab,N/A,N/A,3972,False,True,1000000000.0,0.0,0,0.0,0.0
25921,/coins/icn/overview,/media/351400/icn.png,ICN,ICN,Iconomi,Iconomi (ICN),N/A,N/A,1,100000000,7605,0x888666CA69E0f178DED6D75b5726Cee99A87D698,N/A,N/A,710,False,True,100000000.0,0.0,0,0.0,0.0
34499,/coins/icob/overview,/media/352133/icb.png,ICOB,ICOB,Icobid,Icobid (ICOB),Scrypt,PoW/PoS,0,200000000 ,N/A,N/A,N/A,N/A,942,False,True,0.0,0.0,0,0.0,60.0
35825,/coins/icon/overview,/media/352297/icon.png,ICON,ICON,Iconic,Iconic (ICON),PoS,PoS,0,520000,N/A,N/A,N/A,N/A,974,False,True,,,,,
199363,/coins/icoo/overview,/media/1383904/icoo.jpg,ICOO,ICOO,ICO OpenLedger,ICO OpenLedger (ICOO),N/A,N/A,0,472649,N/A,N/A,N/A,N/A,1416,False,True,465952.0,0.0,0,0.0,0.0
207775,/coins/icos/overview,/media/1383968/icos1.png,ICOS,ICOS,ICOBox,ICOBox (ICOS),N/A,N/A,0,591617,7605,0x014b50466590340d41307cc54dcee990c8d58aa8,N/A,N/A,1490,False,True,269487.0,0.0,0,0.0,0.0
907268,/coins/icst/overview,/media/34077390/icst.png,ICST,ICST,ICST,ICST (ICST),N/A,N/A,0,3000000000,7605,0xe6bc60a00b81c7f3cbc8f4ef3b0a6805b6851753,N/A,N/A,2877,False,True,3000000000.0,0.0,0,0.0,0.0
927559,/coins/ict/overview,/media/35307371/ict.png,ICT,ICT,Intrachain,Intrachain (ICT),N/A,N/A,0,219444444,7605,N/A,N/A,N/A,3739,False,False,,,,,
